fecha,etapa,equipo_izq,goles_izq,equipo_der,goles_der
27-May-1934,Octavos,Alemania,5,Bélgica,2
31-May-1934,Cuartos,Alemania,2,Suecia,1
03-Jun-1934,Semis,Alemania,1,Checoslovaquia,3
07-Jun-1934,3er Puesto,Alemania,3,Austria,2
04-Jun-1938,Octavos,Alemania,1,Suiza,1
09-Jun-1938,Octavos,Alemania,2,Suiza,4
17-Jun-1954,"1ra Ronda, Grupo 2",Alemania Occidental,4,Turquía,1
20-Jun-1954,"1ra Ronda, Grupo 2",Alemania Occidental,3,Hungría,8
23-Jun-1954,"1ra Ronda, Grupo 2",Alemania Occidental,7,Turquía,2
27-Jun-1954,Cuartos,Alemania Occidental,2,Yugoslavia,0
30-Jun-1954,Semis,Alemania Occidental,6,Austria,1
04-Jul-1954,Final,Alemania Occidental,3,Hungría,2
08-Jun-1958,"1ra Ronda, Grupo 1",Alemania Occidental,3,Argentina,1
11-Jun-1958,"1ra Ronda, Grupo 1",Alemania Occidental,2,Checoslovaquia,2
15-Jun-1958,"1ra Ronda, Grupo 1",Alemania Occidental,2,Irlanda del Norte,2
19-Jun-1958,Cuartos,Alemania Occidental,1,Yugoslavia,0
24-Jun-1958,Semis,Alemania Occidental,1,Suecia,3
28-Jun-1958,3er Puesto,Alemania Occidental,3,Francia,6
31-May-1962,"1ra Ronda, Grupo 2",Alemania Occidental,0,Italia,0
03-Jun-1962,"1ra Ronda, Grupo 2",Alemania Occidental,2,Suiza,1
06-Jun-1962,"1ra Ronda, Grupo 2",Alemania Occidental,2,Chile,0
10-Jun-1962,Cuartos,Alemania Occidental,0,Yugoslavia,1
12-Jul-1966,"1ra Ronda, Grupo 2",Alemania Occidental,5,Suiza,0
16-Jul-1966,"1ra Ronda, Grupo 2",Alemania Occidental,0,Argentina,0
20-Jul-1966,"1ra Ronda, Grupo 2",Alemania Occidental,2,España,1
23-Jul-1966,Cuartos,Alemania Occidental,4,Uruguay,0
25-Jul-1966,Semis,Alemania Occidental,2,URSS,1
30-Jul-1966,Final,Alemania Occidental,2,Inglaterra,4
03-Jun-1970,"1ra Ronda, Grupo 4",Alemania Occidental,2,Marruecos,1
07-Jun-1970,"1ra Ronda, Grupo 4",Alemania Occidental,5,Bulgaria,2
10-Jun-1970,"1ra Ronda, Grupo 4",Alemania Occidental,3,Perú,1
14-Jun-1970,Cuartos,Alemania Occidental,3,Inglaterra,2
17-Jun-1970,Semis,Alemania Occidental,3,Italia,4
20-Jun-1970,3er Puesto,Alemania Occidental,1,Uruguay,0
14-Jun-1974,"1ra Ronda, Grupo 1",Alemania Occidental,1,Chile,0
18-Jun-1974,"1ra Ronda, Grupo 1",Alemania Occidental,3,Australia,0
22-Jun-1974,"1ra Ronda, Grupo 1",Alemania Occidental,0,Alemania Oriental,1
26-Jun-1974,"2da Ronda, Grupo B",Alemania Occidental,2,Yugoslavia,0
30-Jun-1974,"2da Ronda, Grupo B",Alemania Occidental,4,Suecia,2
03-Jul-1974,"2da Ronda, Grupo B",Alemania Occidental,1,Polonia,0
07-Jul-1974,Final,Alemania Occidental,2,Holanda,1
01-Jun-1978,"1ra Ronda, Grupo 2",Alemania Occidental,0,Polonia,0
06-Jun-1978,"1ra Ronda, Grupo 2",Alemania Occidental,6,México,0
10-Jun-1978,"1ra Ronda, Grupo 2",Alemania Occidental,0,Túnez,0
14-Jun-1978,"2da Ronda, Grupo A",Alemania Occidental,0,Italia,0
18-Jun-1978,"2da Ronda, Grupo A",Alemania Occidental,2,Holanda,2
21-Jun-1978,"2da Ronda, Grupo A",Alemania Occidental,2,Austria,3
16-Jun-1982,"1ra Ronda, Grupo B",Alemania Occidental,1,Argelia,2
20-Jun-1982,"1ra Ronda, Grupo B",Alemania Occidental,4,Chile,1
25-Jun-1982,"1ra Ronda, Grupo B",Alemania Occidental,1,Austria,0
29-Jun-1982,"2da Ronda, Grupo 2",Alemania Occidental,0,Inglaterra,0
02-Jul-1982,"2da Ronda, Grupo 2",Alemania Occidental,2,España,1
08-Jul-1982,Semis,Alemania Occidental,3,Francia,3
11-Jul-1982,Final,Alemania Occidental,1,Italia,3
04-Jun-1986,"1ra Ronda, Grupo E",Alemania Occidental,1,Uruguay,1
08-Jun-1986,"1ra Ronda, Grupo E",Alemania Occidental,2,Escocia,1
13-Jun-1986,"1ra Ronda, Grupo E",Alemania Occidental,0,Dinamarca,2
17-Jun-1986,Octavos,Alemania Occidental,1,Marruecos,0
21-Jun-1986,Cuartos,Alemania Occidental,0,México,0
25-Jun-1986,Semis,Alemania Occidental,2,Francia,0
29-Jun-1986,Final,Alemania Occidental,2,Argentina,3
10-Jun-1990,"1ra Ronda, Grupo D",Alemania Occidental,4,Yugoslavia,1
15-Jun-1990,"1ra Ronda, Grupo D",Alemania Occidental,5,Emiratos Arabes,1
19-Jun-1990,"1ra Ronda, Grupo D",Alemania Occidental,1,Colombia,1
24-Jun-1990,Octavos,Alemania Occidental,2,Holanda,1
01-Jul-1990,Cuartos,Alemania Occidental,1,Checoslovaquia,0
04-Jul-1990,Semis,Alemania Occidental,1,Inglaterra,1
08-Jul-1990,Final,Alemania Occidental,1,Argentina,0
17-Jun-1994,"1ra Ronda, Grupo C",Alemania,1,Bolivia,0
21-Jun-1994,"1ra Ronda, Grupo C",Alemania,1,España,1
27-Jun-1994,"1ra Ronda, Grupo C",Alemania,3,Corea del Sur,2
02-Jul-1994,Octavos,Alemania,3,Bélgica,2
10-Jul-1994,Cuartos,Alemania,1,Bulgaria,2
15-Jun-1998,"1ra Ronda, Grupo F",Alemania,2,Estados Unidos,0
21-Jun-1998,"1ra Ronda, Grupo F",Alemania,2,RF de Yugoslavia,2
25-Jun-1998,"1ra Ronda, Grupo F",Alemania,2,Irán,0
29-Jun-1998,Octavos,Alemania,2,México,1
04-Jul-1998,Cuartos,Alemania,0,Croacia,3
01-Jun-2002,"1ra Ronda, Grupo E",Alemania,8,Arabia Saudita,0
05-Jun-2002,"1ra Ronda, Grupo E",Alemania,1,Irlanda,1
11-Jun-2002,"1ra Ronda, Grupo E",Alemania,2,Camerún,0
15-Jun-2002,Octavos,Alemania,1,Paraguay,0
21-Jun-2002,Cuartos,Alemania,1,Estados Unidos,0
25-Jun-2002,Semis,Alemania,1,Corea del Sur,0
30-Jun-2002,Final,Alemania,0,Brasil,2
09-Jun-2006,"1ra Ronda, Grupo A",Alemania,4,Costa Rica,2
14-Jun-2006,"1ra Ronda, Grupo A",Alemania,1,Polonia,0
20-Jun-2006,"1ra Ronda, Grupo A",Alemania,3,Ecuador,0
24-Jun-2006,Octavos,Alemania,2,Suecia,0
30-Jun-2006,Cuartos,Alemania,1,Argentina,1
04-Jul-2006,Semis,Alemania,0,Italia,2
08-Jul-2006,3er Puesto,Alemania,3,Portugal,1
13-Jun-2010,"1ra Ronda, Grupo D",Alemania,4,Australia,0
18-Jun-2010,"1ra Ronda, Grupo D",Alemania,0,Serbia,1
23-Jun-2010,"1ra Ronda, Grupo D",Alemania,1,Ghana,0
27-Jun-2010,Octavos,Alemania,4,Inglaterra,1
03-Jul-2010,Cuartos,Alemania,4,Argentina,0
07-Jul-2010,Semis,Alemania,0,España,1
10-Jul-2010,3er Puesto,Alemania,3,Uruguay,2
16-Jun-2014,"1ra Ronda, Grupo G",Alemania,4,Portugal,0
21-Jun-2014,"1ra Ronda, Grupo G",Alemania,2,Ghana,2
26-Jun-2014,"1ra Ronda, Grupo G",Alemania,1,Estados Unidos,0
30-Jun-2014,Octavos,Alemania,2,Argelia,1
04-Jul-2014,Cuartos,Alemania,1,Francia,0
08-Jul-2014,Semis,Alemania,7,Brasil,1
13-Jul-2014,Final,Alemania,1,Argentina,0
17-Jun-2018,"1ra Ronda, Grupo F",Alemania,0,México,1
23-Jun-2018,"1ra Ronda, Grupo F",Alemania,2,Suecia,1
27-Jun-2018,"1ra Ronda, Grupo F",Alemania,0,Corea del Sur,2
23-Nov-2022,"1ra Ronda, Grupo E",Alemania,1,Japón,2
27-Nov-2022,"1ra Ronda, Grupo E",Alemania,1,España,1
01-Dec-2022,"1ra Ronda, Grupo E",Alemania,4,Costa Rica,2
14-Jun-1974,"1ra Ronda, Grupo 1",Alemania Oriental,2,Australia,0
18-Jun-1974,"1ra Ronda, Grupo 1",Alemania Oriental,1,Chile,1
22-Jun-1974,"1ra Ronda, Grupo 1",Alemania Oriental,1,Alemania Occidental,0
26-Jun-1974,"2da Ronda, Grupo A",Alemania Oriental,0,Brasil,1
30-Jun-1974,"2da Ronda, Grupo A",Alemania Oriental,0,Holanda,2
03-Jul-1974,"2da Ronda, Grupo A",Alemania Oriental,1,Argentina,1
11-Jun-2006,"1ra Ronda, Grupo D",Angola,0,Portugal,1
16-Jun-2006,"1ra Ronda, Grupo D",Angola,0,México,0
21-Jun-2006,"1ra Ronda, Grupo D",Angola,1,Irán,1
20-Jun-1994,"1ra Ronda, Grupo F",Arabia Saudita,1,Holanda,2
25-Jun-1994,"1ra Ronda, Grupo F",Arabia Saudita,2,Marruecos,1
29-Jun-1994,"1ra Ronda, Grupo F",Arabia Saudita,1,Bélgica,0
03-Jul-1994,Octavos,Arabia Saudita,1,Suecia,3
12-Jun-1998,"1ra Ronda, Grupo C",Arabia Saudita,0,Dinamarca,1
18-Jun-1998,"1ra Ronda, Grupo C",Arabia Saudita,0,Francia,4
24-Jun-1998,"1ra Ronda, Grupo C",Arabia Saudita,2,Sudáfrica,2
01-Jun-2002,"1ra Ronda, Grupo E",Arabia Saudita,0,Alemania,8
06-Jun-2002,"1ra Ronda, Grupo E",Arabia Saudita,0,Camerún,1
11-Jun-2002,"1ra Ronda, Grupo E",Arabia Saudita,0,Irlanda,3
14-Jun-2006,"1ra Ronda, Grupo H",Arabia Saudita,2,Túnez,2
19-Jun-2006,"1ra Ronda, Grupo H",Arabia Saudita,0,Ucrania,4
23-Jun-2006,"1ra Ronda, Grupo H",Arabia Saudita,0,España,1
14-Jun-2018,"1ra Ronda, Grupo A",Arabia Saudita,0,Rusia,5
20-Jun-2018,"1ra Ronda, Grupo A",Arabia Saudita,0,Uruguay,1
25-Jun-2018,"1ra Ronda, Grupo A",Arabia Saudita,2,Egipto,1
22-Nov-2022,"1ra Ronda, Grupo C",Arabia Saudita,2,Argentina,1
26-Nov-2022,"1ra Ronda, Grupo C",Arabia Saudita,0,Polonia,2
30-Nov-2022,"1ra Ronda, Grupo C",Arabia Saudita,1,México,2
16-Jun-1982,"1ra Ronda, Grupo B",Argelia,2,Alemania Occidental,1
21-Jun-1982,"1ra Ronda, Grupo B",Argelia,0,Austria,2
24-Jun-1982,"1ra Ronda, Grupo B",Argelia,3,Chile,2
03-Jun-1986,"1ra Ronda, Grupo D",Argelia,1,Irlanda del Norte,1
06-Jun-1986,"1ra Ronda, Grupo D",Argelia,0,Brasil,1
12-Jun-1986,"1ra Ronda, Grupo D",Argelia,0,España,3
13-Jun-2010,"1ra Ronda, Grupo C",Argelia,0,Eslovenia,1
18-Jun-2010,"1ra Ronda, Grupo C",Argelia,0,Inglaterra,0
23-Jun-2010,"1ra Ronda, Grupo C",Argelia,0,Estados Unidos,1
17-Jun-2014,"1ra Ronda, Grupo H",Argelia,1,Bélgica,2
22-Jun-2014,"1ra Ronda, Grupo H",Argelia,4,Corea del Sur,2
26-Jun-2014,"1ra Ronda, Grupo H",Argelia,1,Rusia,1
30-Jun-2014,Octavos,Argelia,1,Alemania,2
15-Jul-1930,"1ra Ronda, Grupo 1",Argentina,1,Francia,0
19-Jul-1930,"1ra Ronda, Grupo 1",Argentina,6,México,3
22-Jul-1930,"1ra Ronda, Grupo 1",Argentina,3,Chile,1
26-Jul-1930,Semis,Argentina,6,Estados Unidos,1
30-Jul-1930,Final,Argentina,2,Uruguay,4
27-May-1934,Octavos,Argentina,2,Suecia,3
08-Jun-1958,"1ra Ronda, Grupo 1",Argentina,1,Alemania Occidental,3
11-Jun-1958,"1ra Ronda, Grupo 1",Argentina,3,Irlanda del Norte,1
15-Jun-1958,"1ra Ronda, Grupo 1",Argentina,1,Checoslovaquia,6
30-May-1962,"1ra Ronda, Grupo 4",Argentina,1,Bulgaria,0
02-Jun-1962,"1ra Ronda, Grupo 4",Argentina,1,Inglaterra,3
06-Jun-1962,"1ra Ronda, Grupo 4",Argentina,0,Hungría,0
13-Jul-1966,"1ra Ronda, Grupo 2",Argentina,2,España,1
16-Jul-1966,"1ra Ronda, Grupo 2",Argentina,0,Alemania Occidental,0
19-Jul-1966,"1ra Ronda, Grupo 2",Argentina,2,Suiza,0
23-Jul-1966,Cuartos,Argentina,0,Inglaterra,1
15-Jun-1974,"1ra Ronda, Grupo 4",Argentina,2,Polonia,3
19-Jun-1974,"1ra Ronda, Grupo 4",Argentina,1,Italia,1
23-Jun-1974,"1ra Ronda, Grupo 4",Argentina,4,Haití,1
26-Jun-1974,"2da Ronda, Grupo A",Argentina,0,Holanda,4
30-Jun-1974,"2da Ronda, Grupo A",Argentina,1,Brasil,2
03-Jul-1974,"2da Ronda, Grupo A",Argentina,1,Alemania Oriental,1
02-Jun-1978,"1ra Ronda, Grupo 1",Argentina,2,Hungría,1
06-Jun-1978,"1ra Ronda, Grupo 1",Argentina,2,Francia,1
10-Jun-1978,"1ra Ronda, Grupo 1",Argentina,0,Italia,1
14-Jun-1978,"2da Ronda, Grupo B",Argentina,2,Polonia,0
18-Jun-1978,"2da Ronda, Grupo B",Argentina,0,Brasil,0
21-Jun-1978,"2da Ronda, Grupo B",Argentina,6,Perú,0
25-Jun-1978,Final,Argentina,3,Holanda,1
13-Jun-1982,"1ra Ronda, Grupo C",Argentina,0,Bélgica,1
18-Jun-1982,"1ra Ronda, Grupo C",Argentina,4,Hungría,1
23-Jun-1982,"1ra Ronda, Grupo C",Argentina,2,El Salvador,0
29-Jun-1982,"2da Ronda, Grupo 3",Argentina,1,Italia,2
02-Jul-1982,"2da Ronda, Grupo 3",Argentina,1,Brasil,3
02-Jun-1986,"1ra Ronda, Grupo A",Argentina,3,Corea del Sur,1
05-Jun-1986,"1ra Ronda, Grupo A",Argentina,1,Italia,1
10-Jun-1986,"1ra Ronda, Grupo A",Argentina,2,Bulgaria,0
16-Jun-1986,Octavos,Argentina,1,Uruguay,0
22-Jun-1986,Cuartos,Argentina,2,Inglaterra,1
25-Jun-1986,Semis,Argentina,2,Bélgica,0
29-Jun-1986,Final,Argentina,3,Alemania Occidental,2
08-Jun-1990,"1ra Ronda, Grupo B",Argentina,0,Camerún,1
13-Jun-1990,"1ra Ronda, Grupo B",Argentina,2,URSS,0
18-Jun-1990,"1ra Ronda, Grupo B",Argentina,1,Rumania,1
24-Jun-1990,Octavos,Argentina,1,Brasil,0
30-Jun-1990,Cuartos,Argentina,0,Yugoslavia,0
03-Jul-1990,Semis,Argentina,1,Italia,1
08-Jul-1990,Final,Argentina,0,Alemania Occidental,1
21-Jun-1994,"1ra Ronda, Grupo D",Argentina,4,Grecia,0
25-Jun-1994,"1ra Ronda, Grupo D",Argentina,2,Nigeria,1
30-Jun-1994,"1ra Ronda, Grupo D",Argentina,0,Bulgaria,2
03-Jul-1994,Octavos,Argentina,2,Rumania,3
14-Jun-1998,"1ra Ronda, Grupo H",Argentina,1,Japón,0
21-Jun-1998,"1ra Ronda, Grupo H",Argentina,5,Jamaica,0
26-Jun-1998,"1ra Ronda, Grupo H",Argentina,1,Croacia,0
30-Jun-1998,Octavos,Argentina,2,Inglaterra,2
04-Jul-1998,Cuartos,Argentina,1,Holanda,2
02-Jun-2002,"1ra Ronda, Grupo F",Argentina,1,Nigeria,0
07-Jun-2002,"1ra Ronda, Grupo F",Argentina,0,Inglaterra,1
12-Jun-2002,"1ra Ronda, Grupo F",Argentina,1,Suecia,1
10-Jun-2006,"1ra Ronda, Grupo C",Argentina,2,Costa de Marfil,1
16-Jun-2006,"1ra Ronda, Grupo C",Argentina,6,Serbia y Montenegro,0
21-Jun-2006,"1ra Ronda, Grupo C",Argentina,0,Holanda,0
24-Jun-2006,Octavos,Argentina,2,México,1
30-Jun-2006,Cuartos,Argentina,1,Alemania,1
12-Jun-2010,"1ra Ronda, Grupo B",Argentina,1,Nigeria,0
17-Jun-2010,"1ra Ronda, Grupo B",Argentina,4,Corea del Sur,1
22-Jun-2010,"1ra Ronda, Grupo B",Argentina,2,Grecia,0
27-Jun-2010,Octavos,Argentina,3,México,1
03-Jul-2010,Cuartos,Argentina,0,Alemania,4
15-Jun-2014,"1ra Ronda, Grupo F",Argentina,2,Bosnia-Herzegovina,1
21-Jun-2014,"1ra Ronda, Grupo F",Argentina,1,Irán,0
25-Jun-2014,"1ra Ronda, Grupo F",Argentina,3,Nigeria,2
01-Jul-2014,Octavos,Argentina,1,Suiza,0
05-Jul-2014,Cuartos,Argentina,1,Bélgica,0
09-Jul-2014,Semis,Argentina,0,Holanda,0
13-Jul-2014,Final,Argentina,0,Alemania,1
16-Jun-2018,"1ra Ronda, Grupo D",Argentina,1,Islandia,1
21-Jun-2018,"1ra Ronda, Grupo D",Argentina,0,Croacia,3
26-Jun-2018,"1ra Ronda, Grupo D",Argentina,2,Nigeria,1
30-Jun-2018,Octavos,Argentina,3,Francia,4
22-Nov-2022,"1ra Ronda, Grupo C",Argentina,1,Arabia Saudita,2
26-Nov-2022,"1ra Ronda, Grupo C",Argentina,2,México,0
30-Nov-2022,"1ra Ronda, Grupo C",Argentina,2,Polonia,0
03-Dec-2022,Octavos,Argentina,2,Australia,1
09-Dec-2022,Cuartos,Argentina,2,Holanda,2
13-Dec-2022,Semis,Argentina,3,Croacia,0
14-Jun-1974,"1ra Ronda, Grupo 1",Australia,0,Alemania Oriental,2
18-Jun-1974,"1ra Ronda, Grupo 1",Australia,0,Alemania Occidental,3
22-Jun-1974,"1ra Ronda, Grupo 1",Australia,0,Chile,0
12-Jun-2006,"1ra Ronda, Grupo F",Australia,3,Japón,1
18-Jun-2006,"1ra Ronda, Grupo F",Australia,0,Brasil,2
22-Jun-2006,"1ra Ronda, Grupo F",Australia,2,Croacia,2
26-Jun-2006,Octavos,Australia,0,Italia,1
13-Jun-2010,"1ra Ronda, Grupo D",Australia,0,Alemania,4
19-Jun-2010,"1ra Ronda, Grupo D",Australia,1,Ghana,1
23-Jun-2010,"1ra Ronda, Grupo D",Australia,2,Serbia,1
13-Jun-2014,"1ra Ronda, Grupo B",Australia,1,Chile,3
18-Jun-2014,"1ra Ronda, Grupo B",Australia,2,Holanda,3
23-Jun-2014,"1ra Ronda, Grupo B",Australia,0,España,3
16-Jun-2018,"1ra Ronda, Grupo C",Australia,1,Francia,2
21-Jun-2018,"1ra Ronda, Grupo C",Australia,1,Dinamarca,1
26-Jun-2018,"1ra Ronda, Grupo C",Australia,0,Perú,2
22-Nov-2022,"1ra Ronda, Grupo D",Australia,1,Francia,4
26-Nov-2022,"1ra Ronda, Grupo D",Australia,1,Túnez,0
30-Nov-2022,"1ra Ronda, Grupo D",Australia,1,Dinamarca,0
03-Dec-2022,Octavos,Australia,1,Argentina,2
27-May-1934,Octavos,Austria,3,Francia,2
31-May-1934,Cuartos,Austria,2,Hungría,1
03-Jun-1934,Semis,Austria,0,Italia,1
07-Jun-1934,3er Puesto,Austria,2,Alemania,3
16-Jun-1954,"1ra Ronda, Grupo 3",Austria,1,Escocia,0
19-Jun-1954,"1ra Ronda, Grupo 3",Austria,5,Checoslovaquia,0
26-Jun-1954,Cuartos,Austria,7,Suiza,5
30-Jun-1954,Semis,Austria,1,Alemania Occidental,6
03-Jul-1954,3er Puesto,Austria,3,Uruguay,1
08-Jun-1958,"1ra Ronda, Grupo 4",Austria,0,Brasil,3
11-Jun-1958,"1ra Ronda, Grupo 4",Austria,0,URSS,2
15-Jun-1958,"1ra Ronda, Grupo 4",Austria,2,Inglaterra,2
03-Jun-1978,"1ra Ronda, Grupo 3",Austria,2,España,1
07-Jun-1978,"1ra Ronda, Grupo 3",Austria,1,Suecia,0
11-Jun-1978,"1ra Ronda, Grupo 3",Austria,0,Brasil,1
14-Jun-1978,"2da Ronda, Grupo A",Austria,1,Holanda,5
18-Jun-1978,"2da Ronda, Grupo A",Austria,0,Italia,1
21-Jun-1978,"2da Ronda, Grupo A",Austria,3,Alemania Occidental,2
17-Jun-1982,"1ra Ronda, Grupo B",Austria,1,Chile,0
21-Jun-1982,"1ra Ronda, Grupo B",Austria,2,Argelia,0
25-Jun-1982,"1ra Ronda, Grupo B",Austria,0,Alemania Occidental,1
28-Jun-1982,"2da Ronda, Grupo 4",Austria,0,Francia,1
01-Jul-1982,"2da Ronda, Grupo 4",Austria,2,Irlanda del Norte,2
09-Jun-1990,"1ra Ronda, Grupo A",Austria,0,Italia,1
15-Jun-1990,"1ra Ronda, Grupo A",Austria,0,Checoslovaquia,1
19-Jun-1990,"1ra Ronda, Grupo A",Austria,2,Estados Unidos,1
11-Jun-1998,"1ra Ronda, Grupo B",Austria,1,Camerún,1
17-Jun-1998,"1ra Ronda, Grupo B",Austria,1,Chile,1
23-Jun-1998,"1ra Ronda, Grupo B",Austria,1,Italia,2
13-Jul-1930,"1ra Ronda, Grupo 4",Bélgica,0,Estados Unidos,3
20-Jul-1930,"1ra Ronda, Grupo 4",Bélgica,0,Paraguay,1
27-May-1934,Octavos,Bélgica,2,Alemania,5
05-Jun-1938,Octavos,Bélgica,1,Francia,3
17-Jun-1954,"1ra Ronda, Grupo 4",Bélgica,4,Inglaterra,4
20-Jun-1954,"1ra Ronda, Grupo 4",Bélgica,1,Italia,4
03-Jun-1970,"1ra Ronda, Grupo 1",Bélgica,3,El Salvador,0
06-Jun-1970,"1ra Ronda, Grupo 1",Bélgica,1,URSS,4
11-Jun-1970,"1ra Ronda, Grupo 1",Bélgica,0,México,1
13-Jun-1982,"1ra Ronda, Grupo C",Bélgica,1,Argentina,0
19-Jun-1982,"1ra Ronda, Grupo C",Bélgica,1,El Salvador,0
22-Jun-1982,"1ra Ronda, Grupo C",Bélgica,1,Hungría,1
28-Jun-1982,"2da Ronda, Grupo 1",Bélgica,0,Polonia,3
01-Jul-1982,"2da Ronda, Grupo 1",Bélgica,0,URSS,1
03-Jun-1986,"1ra Ronda, Grupo B",Bélgica,1,México,2
08-Jun-1986,"1ra Ronda, Grupo B",Bélgica,2,Iraq,1
11-Jun-1986,"1ra Ronda, Grupo B",Bélgica,2,Paraguay,2
15-Jun-1986,Octavos,Bélgica,4,URSS,3
22-Jun-1986,Cuartos,Bélgica,1,España,1
25-Jun-1986,Semis,Bélgica,0,Argentina,2
28-Jun-1986,3er Puesto,Bélgica,2,Francia,4
12-Jun-1990,"1ra Ronda, Grupo E",Bélgica,2,Corea del Sur,0
17-Jun-1990,"1ra Ronda, Grupo E",Bélgica,3,Uruguay,1
21-Jun-1990,"1ra Ronda, Grupo E",Bélgica,1,España,2
26-Jun-1990,Octavos,Bélgica,0,Inglaterra,1
19-Jun-1994,"1ra Ronda, Grupo F",Bélgica,1,Marruecos,0
25-Jun-1994,"1ra Ronda, Grupo F",Bélgica,1,Holanda,0
29-Jun-1994,"1ra Ronda, Grupo F",Bélgica,0,Arabia Saudita,1
02-Jul-1994,Octavos,Bélgica,2,Alemania,3
13-Jun-1998,"1ra Ronda, Grupo E",Bélgica,0,Holanda,0
20-Jun-1998,"1ra Ronda, Grupo E",Bélgica,2,México,2
25-Jun-1998,"1ra Ronda, Grupo E",Bélgica,1,Corea del Sur,1
04-Jun-2002,"1ra Ronda, Grupo H",Bélgica,2,Japón,2
10-Jun-2002,"1ra Ronda, Grupo H",Bélgica,1,Túnez,1
14-Jun-2002,"1ra Ronda, Grupo H",Bélgica,3,Rusia,2
17-Jun-2002,Octavos,Bélgica,0,Brasil,2
17-Jun-2014,"1ra Ronda, Grupo H",Bélgica,2,Argelia,1
22-Jun-2014,"1ra Ronda, Grupo H",Bélgica,1,Rusia,0
26-Jun-2014,"1ra Ronda, Grupo H",Bélgica,1,Corea del Sur,0
01-Jul-2014,Octavos,Bélgica,2,Estados Unidos,1
05-Jul-2014,Cuartos,Bélgica,0,Argentina,1
18-Jun-2018,"1ra Ronda, Grupo G",Bélgica,3,Panamá,0
23-Jun-2018,"1ra Ronda, Grupo G",Bélgica,5,Túnez,2
28-Jun-2018,"1ra Ronda, Grupo G",Bélgica,1,Inglaterra,0
02-Jul-2018,Octavos,Bélgica,3,Japón,2
06-Jul-2018,Cuartos,Bélgica,2,Brasil,1
10-Jul-2018,Semis,Bélgica,0,Francia,1
14-Jul-2018,3er Puesto,Bélgica,2,Inglaterra,0
23-Nov-2022,"1ra Ronda, Grupo F",Bélgica,1,Canadá,0
27-Nov-2022,"1ra Ronda, Grupo F",Bélgica,0,Marruecos,2
01-Dec-2022,"1ra Ronda, Grupo F",Bélgica,0,Croacia,0
17-Jul-1930,"1ra Ronda, Grupo 2",Bolivia,0,Yugoslavia,4
20-Jul-1930,"1ra Ronda, Grupo 2",Bolivia,0,Brasil,4
02-Jul-1950,"1ra Ronda, Grupo 4",Bolivia,0,Uruguay,8
17-Jun-1994,"1ra Ronda, Grupo C",Bolivia,0,Alemania,1
23-Jun-1994,"1ra Ronda, Grupo C",Bolivia,0,Corea del Sur,0
27-Jun-1994,"1ra Ronda, Grupo C",Bolivia,1,España,3
15-Jun-2014,"1ra Ronda, Grupo F",Bosnia-Herzegovina,1,Argentina,2
21-Jun-2014,"1ra Ronda, Grupo F",Bosnia-Herzegovina,0,Nigeria,1
25-Jun-2014,"1ra Ronda, Grupo F",Bosnia-Herzegovina,3,Irán,1
14-Jul-1930,"1ra Ronda, Grupo 2",Brasil,1,Yugoslavia,2
20-Jul-1930,"1ra Ronda, Grupo 2",Brasil,4,Bolivia,0
27-May-1934,Octavos,Brasil,1,España,3
05-Jun-1938,Octavos,Brasil,6,Polonia,5
12-Jun-1938,Cuartos,Brasil,1,Checoslovaquia,1
14-Jun-1938,Cuartos,Brasil,2,Checoslovaquia,1
16-Jun-1938,Semis,Brasil,1,Italia,2
19-Jun-1938,3er Puesto,Brasil,4,Suecia,2
24-Jun-1950,"1ra Ronda, Grupo 1",Brasil,4,México,0
28-Jun-1950,"1ra Ronda, Grupo 1",Brasil,2,Suiza,2
01-Jul-1950,"1ra Ronda, Grupo 1",Brasil,2,Yugoslavia,0
09-Jul-1950,Ronda Final,Brasil,7,Suecia,1
13-Jul-1950,Ronda Final,Brasil,6,España,1
16-Jul-1950,Ronda Final,Brasil,1,Uruguay,2
16-Jun-1954,"1ra Ronda, Grupo 1",Brasil,5,México,0
19-Jun-1954,"1ra Ronda, Grupo 1",Brasil,1,Yugoslavia,1
27-Jun-1954,Cuartos,Brasil,2,Hungría,4
08-Jun-1958,"1ra Ronda, Grupo 4",Brasil,3,Austria,0
11-Jun-1958,"1ra Ronda, Grupo 4",Brasil,0,Inglaterra,0
15-Jun-1958,"1ra Ronda, Grupo 4",Brasil,2,URSS,0
19-Jun-1958,Cuartos,Brasil,1,Gales,0
24-Jun-1958,Semis,Brasil,5,Francia,2
29-Jun-1958,Final,Brasil,5,Suecia,2
30-May-1962,"1ra Ronda, Grupo 3",Brasil,2,México,0
02-Jun-1962,"1ra Ronda, Grupo 3",Brasil,0,Checoslovaquia,0
06-Jun-1962,"1ra Ronda, Grupo 3",Brasil,2,España,1
10-Jun-1962,Cuartos,Brasil,3,Inglaterra,1
13-Jun-1962,Semis,Brasil,4,Chile,2
17-Jun-1962,Final,Brasil,3,Checoslovaquia,1
12-Jul-1966,"1ra Ronda, Grupo 3",Brasil,2,Bulgaria,0
15-Jul-1966,"1ra Ronda, Grupo 3",Brasil,1,Hungría,3
19-Jul-1966,"1ra Ronda, Grupo 3",Brasil,1,Portugal,3
03-Jun-1970,"1ra Ronda, Grupo 3",Brasil,4,Checoslovaquia,1
07-Jun-1970,"1ra Ronda, Grupo 3",Brasil,1,Inglaterra,0
